"","Title","PublicationDate","Authors","Affiliations","Keywords","Objectives","Citation","PeriodCovered","StudyLocation","Funder","FileList","DOI"
"135","Replication Data for: Comparative impact of conventional and alternative gut health management programs on growth performance and breast meat quality in broiler chickens raised in commercial and research settings","2022-09-30","Bean-Hodgins, Lisa; Mohammadigheisar, Mohsen; Edwards, Michelle; Wang, C.; Barbut, Shai; Kiarie, Elijah","Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Ontario Agricultural College. University of Guelph.; Department of Food Science. Ontario Agricultural College. University of Guelph.; Department of Food Science. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.","Agricultural Sciences; Antibiotics; Breast weight; Broiler; Gut health; Myopathy; Performance","The objective of this study was to evaluate the effects of gut health management programs on performance and breast meat quality in broiler chickens reared in commercial farms across 6 consecutive flocks (study 1) and controlled research settings (study 2).","Bean-Hodgins, L., Mohammadigheisar, M., Edwards, A. M., Wang, C., Barbut, S. and Kiarie, E. G. 2022. Comparative impact of conventional and alternative gut health management programs on growth performance and breast meat quality in broiler chickens raised in commercial and research settings. J. Appl. Poult. Res. 31: 100228.","2019/2022","Canada","Ontario Agri-Food Innovation Alliance; Natural Science and Engineering Research Council of Canada (NSERC)","README_Kiarie et al_guthealthMN032ASummary2022_20220822.txt; guthealthMN032ASummaryKiarie2022.csv","doi:10.5683/SP3/EZJWPJ"
"136","Replication Data for: Comparative impact of conventional and alternative gut health management programs on gastrointestinal responses in broiler chickens raised in commercial and research settings","2022-09-30","Bean-Hodgins, Lisa; Mohammadigheisar, Mohsen; Edwards, Michelle; Kiarie, Elijah","Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Office of Research. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.","Agricultural Sciences; Antibiotics; Broiler; Digesta short chain fatty acid; Gut health; Histomorphology; Organ weight","The objective of this study was to evaluate the effects of commercial gut health management programs on gastrointestinal responses including organ development, jejunal histomorphology, and cecal SCFA in broiler chickens reared in commercial farms (study 1) and controlled research settings (study 2).","Bean-Hodgins, L., Mohammadigheisar, M., Edwards, A. M. and Kiarie, E. G. 2022. Comparative impact of conventional and alternative gut health management programs on gastrointestinal responses in broiler chickens raised in commercial and research settings. J. Appl. Poult. Res. 31: 100282.","2019/2022","Canada","Ontario Agri-Food Innovation Alliance; Natural Science and Engineering Research Council of Canada (NSERC)","README_GutHealth.txt; guthealthMN032AJune102021Kiarie2022.tab","doi:10.5683/SP3/CJ5VZG"
"137","Replication Data for: In pursuit of a better broiler: walking ability and incidence of contact dermatitis in conventional and slower growing strains of broiler chickens","2023-01-17","Santos, Midian; Widowski, Tina; Torrey, Stephanie; Kiarie, Elijah; Guerin, Michele; Edwards, Michelle","Department of Animal Biosciences. Ontario Agricultural College. University of Guelph. Campbell Centre for the Study of Animal Welfare.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph. Campbell Centre for the Study of Animal Welfare.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph. Campbell Centre for the Study of Animal Welfare.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Campbell Centre for the Study of Animal Welfare. Department of Population Medicine. Ontario Veterinary College. University of Guelph.; Office of Research. University of Guelph.","Agricultural Sciences; Lameness; Leg health; Growth rate; Genotype; Slower-growth","The aim of this study was to investigate the differences in mobility and contact dermatitis between 2 FG and 12 SG strains of broiler chickens raised under the same conditions and processed at similar market weights.","Santos, N. M., Widowski, M. T., Kiarie, G. E., Guerin, T. M., Edwards, A. M. and Torrey, S. 2022. In pursuit of a better broiler: walking ability and incidence of contact dermatitis in conventional and slower growing strains of broiler chickens. Poultry Sci. 101(4): 1-18., Santos, M. N., Widowski, T. M., Kiarie, E. G., Guerin, M. T., Edwards, A. M., & Torrey, S. (2022). In pursuit of a better broiler: walking ability and incidence of contact dermatitis in conventional and slower growing strains of broiler chickens. Available in the Atrium, University of Guelph.","2018-04-13/2019-11-07","International","Global Animal Partnership and the Canada First Research Excellence Fund; Ontario Agri-Food Innovation Alliance","A1_README_FootpadHockBurn.txt; A3_README_LegTraits.txt; A5_README_ObstacleTest.txt; A2_FootpadHockBurn; A4_LegTraits; A6_ObstacleTest","doi:10.5683/SP3/TK3WHC"
"138","Replication Data for: In pursuit of a better broiler: tibial morphology, breaking strength, and ash content in conventional and slower-growing strains of broiler chickens","2023-01-17","Santos, Midian; Widowski, Tina; Torrey, Stephanie; Kiarie, Elijah; Guerin, Michele; Edwards, Michelle","Department of Animal Biosciences. Ontario Agricultural College. University of Guelph. Campbell Centre for the Study of Animal Welfare.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph. Campbell Centre for the Study of Animal Welfare.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph. Campbell Centre for the Study of Animal Welfare.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Campbell Centre for the Study of Animal Welfare. Department of Population Medicine. Ontario Veterinary College. University of Guelph.; Office of Research. University of Guelph.","Agricultural Sciences; Chicken; Slow-growth; Bone health; Genetic; Growth rate; Lameness","This study was conducted to determine the differences in bone traits in 14 strains of broiler chickens differing in growth rate.","Santos, N. M., Widowski, M. T., Kiarie, G. E., Guerin, T. M., Edwards, A. M. and Torrey, S. In pursuit of a better broiler: tibial morphology, breaking strength, and ash content in conventional and slower-growing strains of broiler chickens. Poultry Sci. 101(4): 1-13., Santos, Midian N., Widowski, T., Kiarie, E., Mandell, I., Guerin, M.T., & Torrey, S. (2021, July 19-21). In Pursuit of a Better Broiler: Tibia morphology, breaking strength, and ash content in conventional and slower-growing strains of broiler chickens.","2018-04-13/2019-11-07","International","Global Animal Partnership and the Canada First Research Excellence Fund; Ontario Agri-Food Innovation Alliance, the anonymous breeding companies and Protekta, Inc.","A1_README_LatencyLieTest.txt; A3_README_LitterMoisture.txt; A5_README_TibiaDWAsh.txt; A2_LatencyLieTest; A4_LitterMoisture; A6_TibiaDWAsh","doi:10.5683/SP3/P6Z5TC"
"139","Replication Data for: Characterizing Survival of Winter Wheat (Triticum aestivum L.) Under Low-Temperature Flooding and Ice Encasement","2023-02-11","Husiny, Jaber; Lyons, Eric","Department of Plant Agriculture. Ontario Agricultural College. University of Guelph.; Department of Plant Agriculture. Ontario Agricultural College. University of Guelph.","Agricultural Sciences; Low-temperature; Ice encasement; Lethal days; Lethal temperature; Mortality; Biochemistry; Physiology; Morphology","The objective of this study was to develop methods for determining cultivar tolerance to low-temperature flooding and ice encasement (LTFIE) and to detect morphological and physiological differences among cultivars with different survival rates under LTFIE.","Husiny, J. 2022. Characterizing survival of winter wheat (Triticum aestivum L.) under low-temperature flooding and ice encasement. Masters Thesis. University of Guelph. 10214/27329.","2020-09/2022-12","Ontario, Canada","Grain Farmers of Ontario (GFO); Ontario Graduate Scholarship (OGS); Ontario Ministry of Agriculture, Food and Rural Affairs (OMAFRA)","A1_README_Biochem.txt; A3_README_BioGLIMMIX.txt; A5_README_BioMeans.txt; B1_README_LD50Surv.txt; B3_README_LD50Sum.txt; B5_README_LD50SAS.txt; B7_README_LD50PROBIT.txt; B90_README_LD50Curves.txt; C10_README_LT50Cult.txt; C12_README_LT50CultC.txt; C14_README_LT50DC.txt; C16_README_LT50DCC.txt; C18_README_LT50Day.txt; C20_README_LT50DayC.txt; C22_README_LT50Trmt.txt; C24_README_LT50TrmtC.txt; C26_README_LT50PROBIT.txt; D1_README_MorphSAS.txt; D3_README_MorphGLIMX.txt; D5_README_MorphMeans.txt; A2_Biochem.csv; B2_LD50Surv.tab; B4_LD50Sum.tab; B6_LD50SAS.tab; C11_LT50Cult.tab; C15_LT50DC.tab; C19_LT50Day.tab; C23_LT50Trmt.tab; D2_MorphSAS.tab; D4_MorphGLIMX.sas; D6_MorphMeans.sas; A4_BioGlimmix.sas; A6_BioMeans.sas; B8_LD50PROBIT.sas; B9_LD50Curves.r; C13_LT50Cult.r; C17_LT50DC.r; C21_LT50Day.r; C25_LT50Trmt.r; C27_LT50PROBIT.sas","doi:10.5683/SP3/YHOZUK"
"140","Replication Data for: In pursuit of a better broiler: growth, efficiency, and mortality of 16 strains of broiler chickens","2023-02-16","Torrey, Stephanie; Santos, Midian; Rothschild, Daniel; Dawson, Lauren; Liu, Zhenzhen; Widowski, Tina; Mohammadigheisar, Mohsen; Kiarie, Elijah; Mandell, Ira; Narrow, Niel; Tulpan, Dan; Edwards, Michelle","Department of Animal Biosciences. Ontario Agricultural College. University of Guelph. Campbell Centre for the Study of Animal Welfare.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph. Campbell Centre for the Study of Animal Welfare.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph. Campbell Centre for the Study of Animal Welfare.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph. Campbell Centre for the Study of Animal Welfare.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph. Campbell Centre for the Study of Animal Welfare.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph. Campbell Centre for the Study of Animal Welfare.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Office of Research. University of Guelph.","Agricultural Sciences; Broiler; Feed efficiency; Mortality; Slow growing; Welfare","We studied 16 different genetic strains of broiler chickens over a 2-year period to understand differences in behavior, activity, physiology, anatomy, mortality, growth, feed efficiency, and carcass and meat quality as they relate to the strains’ growth rates and age.","Torrey, S., Mohammadigheisar, M., Santos, M. N., Rothschild, D., Dawson, L. C., Liu, Z., Kiarie, E. G., Edwards, A. M., Mandell, I., Karrow, N., Tulpan, D. and Widowski, T. M. 2021. In pursuit of a better broiler: growth, efficiency, and mortality of 16 strains of broiler chickens. Poult. Sci. 100:100955. https://doi.org/10.1016/j.psj.2020.12.052., Torrey, S., Mohammadigheisar, M., Santos, M. N., Rothschild, D., Dawson, L. C., Liu, Z., Kiarie, E. G., Edwards, A. M., Mandell, I., Karrow, N., Tulpan, D. and Widowski, T. M. 2021. In pursuit of a better broiler: growth, efficiency, and mortality of 16 strains of broiler chickens. Poult. Sci.","2017-05/2020-10","International","Global Animal Partnership and the Canada First Research Excellence Fund; Ontario Agri-Food Innovation Alliance; Anonymous breeding companies; Protekta, Inc.","A1_README_ADG.txt; A3_README_ADPhase.txt; A5_README_BWADGADFI.txt; B1_README_Diet1-2.txt; B3_README_Diet3-8.txt; A2_ADG.tab; A4_ADPhase.tab; A6_BWADGADFI.tab; B2_Diet1-2.tab; B4_Diet3-8.tab","doi:10.5683/SP3/QJLMXC"
"141","Replication Data for: Plant growth regulation and the rebound effect when prohexadione calcium is applied to fairway height annual bluegrass and creeping bentgrass swards","2023-03-07","Husiny, Jaber; Ficht, Alexandra; Watson, John; Lyons, Eric","Department of Plant Agriculture. Ontario Agricultural College. University of Guelph. Guelph Turfgrass Institute.; Department of Plant Agriculture. Ontario Agricultural College. University of Guelph. Guelph Turfgrass Institute.; Department of Plant Agriculture. Ontario Agricultural College. University of Guelph. Guelph Turfgrass Institute.; Department of Plant Agriculture. Ontario Agricultural College. University of Guelph. Guelph Turfgrass Institute.","Agricultural Sciences; Turfgrass; Plant growth regulators; Clipping dry weight; NDVI; Visual assessment; Growing degree days","The purpose of this study was to test the effectiveness of prohexadione calcium (PC) as a plant growth regulator (PGR) at different rates on a mixed stand canopy at fairway height under northern temperate conditions using an extended growing degree (GDD) day application schedule. Additionally, this study aimed to capture the rebound effect measured after regulation loss and subsequent applications of PC.","Husiny, J., Ficht, A., Watson, J. and Lyons, E.M. 2023. Plant growth regulation and the rebound effect when prohexadione calcium is applied to fairway height annual bluegrass and creeping bentgrass swards. Crop Forage and Turfgrass Management Journal. 9(1): 1-5.","2018-02/2019-11","North America","","A1_README_DW2018.txt; A3_README_DW2018SAS.txt; B1_README_DW2019.txt; B3_README_DW2019SAS.txt; C1_README_NDVI2018.txt; C3_README_NDVI2018SAS.txt; D1_README_NDVI2019.txt; D3_README_NDVI2019SAS.txt; E1_README_VRating2018.txt; E3_README_VRat2018SAS.txt; F1_README_VRating2019.txt; F3_README_VRat2019SAS.txt; G1_README_GDD2018.txt; H1_README_GDD2019.txt; I1_README_Rbnd2018-19.txt; J1SupplementalMaterial.pdf; A2_DW2018.tab; B2_DW2019.tab; C2_NDVI2018.tab; D2_NDVI2019.tab; E2_VisRating2018.tab; E4_VisRating2018.sas; F2_VisRating2019.csv; F4_VisRating2019.sas; G2_GDD2018.csv; H2_GDD2019.csv; I2_Rebound2018-19.tab; A4_DW2018.sas; B4_DW2019.sas; C4_NDVI2018.sas; D4_NDVI2019.sas","doi:10.5683/SP3/YI75PW"
"142","Replication Data for: Fearfulness in commercial laying hens: A meta-analysis comparing brown and white egg layers","2023-03-20","Rentsch, K., Ana; Ellis, L., Jennifer; Widowski, M., Tina","Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.","Agricultural Sciences; Fearfulness; Laying hens; Behaviour; Tonic immobility; Novel object test","This meta-analysis aimed to evaluate differences in brown versus white laying hens’ TI and NO test results (as two unique metrics of fearfulness) to assess systematic genetic effects.","Rentsch, K. A., Ellis L. J., and Widowski, M. T. 2023. Fearfulness in Commercial Laying Hens: A Meta-Analysis Comparing Brown and White Egg Layers. Poultry Science.","2022-01/2023-03","International","Egg Farmers of Canada (EFC); Ontario Ministry of Agriculture, Food and Rural Affairs (OMAFRA); Canadian Agricultural Partnership (CAP); Canadian Poultry Research Council (CPRC)","A1_README_ForestplotA.txt; B1_README_ForestplotB.txt; C1_README_MetaA.txt; D1_README_NO_SAS.txt; D3_README_TI_SAS.txt; E1_StatsProcess.tab; A2_ForestplotA.tab; B2_ForestplotB.tab; C2_MetaA.tab; D2_Code_NO.sas; D4_Code_TI.sas","doi:10.5683/SP3/JHRLYY"
"143","Replication Data for: Rearing laying hens: the effect of aviary design and genetic strain on pullet exercise and perching behavior","2023-03-23","Rentsch, Ana; Harlander, Alexandra; Siegford, Janice; Vitienes, Isabela; Willie, Bettina; Widowski, Tina","Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Science. College of Agriculture and Natural Resources. Michigan State University.; Research Centre. Shriners Hospitals for Children. Faculty of Dental Medicine and Oral Health Sciences. McGill University. Montreal, Quebec, Canada.; Research Centre. Shriners Hospitals for Children. Faculty of Dental Medicine and Oral Health Sciences. McGill University. Montreal, Quebec, Canada.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.","Agricultural Sciences; Laying hen; Rearing aviary; Brooding compartment; Locomotion; Load bearing","In this study we investigate the effect of rearing aviary design on the amount and type of exercise 93 chicks/pullets perform throughout the rearing phase.","Rentsch, A., Harlander, A., Siegford, J., Vitienes, I., Willie, B. and Widowski, T. 2023. Fearfulness in Commercial Laying Hens: Rearing laying hens: the effect of aviary design and genetic strain on pullet exercise and perching behavior. Frontiers in Animal Science. 4: 1176702.","2019-08/2023-03","International","Agriculture and Agri-Food Canada; Canadian Poultry Research Council (CPRC); Egg Farmers of Canada (EFC); Natural Science and Engineering Research Council of Canada (NSERC); Ontario Agri-Food Innovation Alliance","A1_README_Loc_Brood.txt; A3_README_Loc_Open.txt; B1_README_Per_Brood.txt; B3_README_Per_Open.txt; C1_README_ExerPerch_R.txt; A2_Loc_Brood.tab; A4_Loc_Open.tab; B2_Per_Brooding.tab; B4_Per_Open.tab","doi:10.5683/SP3/NAHIK3"
"144","Replication Data for: The development laying hen locomotion 3D space is affected by early environmental complexity and genetic strain","2023-03-24","Rentsch, K. Ana; Ross, Erin; Harlander, Alexandra; Niel, Lee; Siegford, Janice; Widowski, Tina","Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Population Medicine. Ontario Veterinary College. University of Guelph.; Department of Animal Science. College of Agriculture and Natural Resources. Michigan State University.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.","Agricultural Sciences; Laying hen; Rearing aviary; Vertical navigation; Spatial skills; Genetic strain","This study aims to answer whether the degree of early life complexity and pullets’ genetic strain affect the development of spatial skills in 3D space, specifically vertical locomotion abilities and locomotory strategies.","Rentsch, A., Ross, E., Harlander, A., Niel, L. Siegford, J. and Widowski, T. 2023. The development laying hen locomotion in 3D space is affected by early environmental complexity and genetic strain.","2019-08/2023-03","International","Egg Farmers of Canada (EFC); Canadian Poultry Research Council (CPRC); Ontario Agri-Food Innovation Alliance; Agriculture and Agri-Food Canada","A1_README_hurdle.txt; A3_README_hurdle_R.txt; B1_README_ramp.txt; B3_README_ramp_R.txt; C1_README_VN.txt; C3_README_VNtask.txt; C5_README_VN_R.txt; A2_hurdle.csv; B2_ramp.tab; C2_VN.csv; C4_VNtask.tab","doi:10.5683/SP3/VXMBJV"
"145","Replication Data for: Raising Laying Hens: housing complexity and genetic strain affect startle and behavioural response to fear stimuli","2023-04-05","Rentsch, Ana; Harlander, Alexandra; Niel, Lee; Siegford, Janice; Widowski, Tina","Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Population Medicine. Ontario Veterinary College. University of Guelph.; Department of Animal Science. College of Agriculture and Natural Resources. Michigan State University.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.","Agricultural Sciences; Laying hens; Rearing aviary; Startle response; Novel arena; Novel object","In this paper, we asked whether the degree of early complexity (minimal, low, moderate, or high), genetic strain (brown vs white feathered), or their interaction affects fear behaviour (type and intensity) in laying hen pullets in different fear-inducing situations: 1) a startle response test, 2) a novel arena, and 3) a novel object test.","Rentsch, A., Harlander, A., Niel, L., Siegford, J and Widowski, T. 2023. Raising Laying Hens: housing complexity and genetic strain affect startle and behavioural response to fear stimuli. NOT PUBLISHED.","2019-08/2023-03","International","Egg Farmers of Canada (EFC); Canadian Poultry Research Council (CPRC); Ontario Agri-Food Innovation Alliance; Agriculture and Agri-Food Canada","A1_README_NANO_data.txt; A3_README_NANO_R.txt; B1_README_fp_data.txt; B3_README_fp_R.txt; C3_README_tr_R.txt; D10_README_tr.IOR_comb.txt; D12_README_tr.IOR_ear.txt; D14_README_tr.IOR_EA.txt; D16_README_tr.IOR_eye.txt; D18_README_tr.IOR_hdM.txt; D20_README_tr.IOR_hMn.txt; D22_README_tr.IOR_nos.txt; D24_README_tr.IOR_waf.txt; A2_data_NANO.csv; B2_fp_data.tab; C2_tr_data.tab; D11_tr.IOR_comb.tab; D13_tr.IOR_ear.tab; D15_tr.IOR_eye.ang.tab; D17_tr.IOR_eye.tab; D19_tr.IOR_head.max.tab; D21_tr.IOR_head.mean.tab; D23_tr.IOR_nostril.tab; D25_tr.IOR_wattle.tab; C1_README_tr_data.txt","doi:10.5683/SP3/3RJVMY"
"146","Replication Data for: Rearing Laying Hens: environmental complexity and genetic strain affect pullet but not chick performance in a T-maze learning task","2023-04-06","Rentsch, Ana; Harlander, Alexandra; Niel, Lee; Siegford, Janice; Widowski, Tina","Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Population Medicine. Ontario Veterinary College. University of Guelph.; Department of Animal Science. College of Agriculture and Natural Resources. Michigan State University.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.","Agricultural Sciences; Laying hens; Pullets; Chicks; Rearing aviary; Spatial skills; T-maze","We used two learning tests to test three hypotheses using chicks and pullets of brown and white layer strains reared in cages and aviaries of varying complexity. 1) Does increased spatial complexity during early life improve the performance of laying hen chicks/pullets in a T-maze? 2) Does chick/pullet performance in a two-dimensional learning task differ between genetic strains? 3) Is there an interactive effect of genetic strain and rearing environment on performance in the tasks?","Rentsch, A., Harlander, A., Niel, L., Siegford, J and Widowski, T. 2023. Rearing Laying Hens: environmental complexity and genetic strain affect pullet but not chick performance in a T-maze learning task. App. Animal Behav. Sci. 265: 105997.","2019-08/2023-03","International","Egg Farmers of Canada (EFC); Canadian Poultry Research Council (CPRC); Ontario Agri-Food Innovation Alliance; Agriculture and Agri-Food Canada","A1_README_Tmaze_3woa.txt; A3_README_Tm_3woaR.txt; B1_README_Tmaze_13woa.txt; B3_README_Tm_13woaR.txt; A2_t_maze_3woa.tab; B2_data_tm13.tab","doi:10.5683/SP3/4VKBKY"
"147","Replication Data for: Novel curve fitting analysis of NDVI data to describe turf fertilizer response","2023-05-29","Carey, Ken; Ficht, Alexandra; Powers, Jacqueline; Dance, Tim; Gharabaghi, Bahram; Lyons, Eric","NA; Department of Plant Agriculture. Ontario Agricultural College. University of Guelph.; Department of Plant Agriculture. Ontario Agricultural College. University of Guelph.; Department of Mathematics and Statistics. College of Engineering and Physical Sciences. University of Guelph.; School of Engineering. College of Engineering and Physical Sciences. University of Guelph.; Department of Plant Agriculture. Ontario Agricultural College. University of Guelph.","Agricultural Sciences; Mathematical Sciences; Nitrogen; Normalized Difference Vegetation Index; Enhanced Efficiency Fertilizer; Turfgrass","This research project aims to illustrate a novel method for analyzing the NDVI with a known response to EEF, relative to untreated control.","Carey K, Powers JE, Ficht A, Dance T, Gharabaghi B, Lyons EM. Novel Curve Fitting Analysis of NDVI Data to Describe Turf Fertilizer Response. Agriculture. 2023; 13(8):1532.","2015-01/2016-12","International","Koch Agronomic Services; Ontario Ministry of Agriculture, Food and Rural Affairs (OMAFRA)","A1_README_ClippingDW.txt; B1_README_NDVI.txt; C1_README_Visuals.txt; A2_ClippingDW.tab; B2_NDVI.tab; C2_Visuals.tab","doi:10.5683/SP3/ARMBNK"
"148","Replication Data for: The impacts of a fibrolytic enzyme additive on digestibility and performance in the grower and early finisher period, and supplemental Saccharomyces cerevisiae on performance and rumen health in the late finisher period for feedlot cattle","2023-06-01","Williams, Melissa; AlZahal, Ousama; Mandell, Ira; McBride, Brian; Woods, Katharine","Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; AB Vista. Malborough. United Kingdom.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.","Agricultural Sciences; Beef; Feed additives; Fibrolytic enzyme; Yeast; Saccharomyces cerevisiae","The objectives of the first experiment were to determine theC16 effects of a fibrolytic enzyme pretreatment on growth performance, apparent total tract digestibility, and ruminal pH in the grower and early finisher phases of beef cattle production. Objectives for exp. 2 were to determine the impacts of supplemental Saccharomyces cerevisiae yeast to the diet on performance, carcass characteristics, reticulo-ruminal pH, and markers of immune response, rumen health, and gut barrier function at the end of finishing.","Williams, S. M., AlZahal, O., Mandell, B. I., McBride, W. B. and Wood, M. K. 2021. The impacts of a fibrolytic enzyme additive on digestibility and performance in the grower and early finisher period, and supplemental Saccharomyces cerevisiae on performance and rumen health in the late finisher period for feedlot cattle. Can. J. Anim. Sci. 101: 527-547.","2017-12/2018-12","Provincial, Canada","AB Vista; Ontario Ministry of Agriculture, Food and Rural Affairs (OMAFRA); University of Guelph Department of Animal Biosciences","A1_README_DigNDF.txt; B1_README_DMIdata.txt; B3_README_DMISTDs.txt; C1_README_Feedbehav.txt; D1_README_Histology.txt; E1_README_iNDFdig.txt; F1_README_PCRfchange.txt; G1_README_PerfData.txt; H1_README_ProbePhase1.txt; H3_README_ProbePhase2.txt; I1_README_USsections.txt; A2_DigNDF.tab; B2_DMIdata.tab; B4_DMISTDs.tab; C2_Feedbehav.tab; D2_Histology.tab; E2_iNDFdig.tab; F2_PCRfchange.tab; G2_PerfData.tab; H2_ProbePhase1.tab; H4_ProbePhase2.tab; I2_USsections.tab","doi:10.5683/SP3/N3O4O9"
"149","Replication Data for: The effect of feeding flaxseed as a source of omega-3 fatty acids to broiler chickens and table egg pullet breeders on body weight, reproductive performance, and hatchability performance indices","2023-08-08","Whittle, Rosemary; Kiarie, Elijah; Widowski, Tina","Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.","Agricultural Sciences; Layer breeder; Broiler breeder; Omega-3 fatty acids; Growth; Egg production","This study was part of a larger project investigating the effects of maternal feeding of n-3 FA to broiler and layer breeders on offspring brains and behaviour (Whittle, 2023). Here we report the results of feeding flaxseed as a source of n-3 FA on breeders’ body weight and uniformity during rearing and laying, egg production and hatchery performance indices. In two separate experiments, we fed the broiler and layer breeders diets differing in n-3 FA during rearing and egg production.","Whittle, H. R., Kiarie, G. E. and Widowski, M. T. 2023. The effect of feeding flaxseed as a source of omega-3 fatty acids to broiler chickens and table egg pullet breeders on body weight, reproductive performance, and hatchability performance indices. NOT PUBLISHED.","2019-02/2023-07","International","Ontario Agri-Food Innovation Alliance; Natural Sciences and Engineering Research Council of Canada (NSERC); Egg Farmers of Canada (EFC); Egg Farmers of Ontario (EFO); O & T Farms","A1_README_BB_Egg_Num.txt; A3_README_BB_Egg_N_R.txt; B1_README_BB_Egg_W.txt; B3_README_BB_Egg_W_R.txt; C1_README_BB_Hatch.txt; C3_README_BB_Hatch_R.txt; D1_README_BB_W_018.txt; D3_README_BB_W_018_R.txt; E1_README_BB_W_1933.txt; E3_README_BB_W_1933_R.txt; F1_README_BB_W_cv.txt; F3_README_BB_W_cv_R.txt; G1_README_LB_Egg_Num.txt; G3_README_LB_Egg_N_R.txt; H1_README_LB_Egg_W.txt; H3_README_LB_Egg_W_R.txt; I1_README_LB_Hatch.txt; I3_README_LB_Hatch_R.txt; J1_README_LB_Uni.txt; J3_README_LB_Uni_R.txt; K1_README_LB_W.txt; K3_README_LB_W_R.txt; A2_BB_Egg_Num.tab; B2_BB_Egg_W.csv; C2_BB_Hatch.tab; D2_BB_W_0_18.tab; E2_BB_W_19_33.tab; F2_BB_W_cv.tab; G2_LB_Egg_Num.tab; H2_LB_Egg_W.tab; I2_LB_Hatch.tab; J2_LB_Uni.tab; K2_LB_W.tab","doi:10.5683/SP3/4SVPDZ"
