"","type","id","title","identifier","persistentUrl","protocol","authority","publisher","publicationDate","storageIdentifier","datasetType","dataverse_title","persistent_id"
"97","dataset",866754,NA,"SP3/PX0N50","https://doi.org/10.5683/SP3/PX0N50","doi","10.5683","Borealis","2025-02-12","s3://10.5683/SP3/PX0N50","dataset","Agri-environmental Research Data - Ontario Agricultural College - Department of Plant Agriculture","doi:10.5683/SP3/PX0N50"
"98","dataset",866780,NA,"SP3/PLYZRI","https://doi.org/10.5683/SP3/PLYZRI","doi","10.5683","Borealis","2025-02-12","s3://10.5683/SP3/PLYZRI","dataset","Agri-environmental Research Data - Ontario Agricultural College - Department of Plant Agriculture","doi:10.5683/SP3/PLYZRI"
"99","dataset",868473,NA,"SP3/FIDVED","https://doi.org/10.5683/SP3/FIDVED","doi","10.5683","Borealis","2025-02-04","s3://10.5683/SP3/FIDVED","dataset","Agri-environmental Research Data - Ontario Agricultural College - Department of Plant Agriculture","doi:10.5683/SP3/FIDVED"
"100","dataset",868798,NA,"SP3/BT4SKC","https://doi.org/10.5683/SP3/BT4SKC","doi","10.5683","Borealis","2025-02-04","s3://10.5683/SP3/BT4SKC","dataset","Agri-environmental Research Data - Ontario Agricultural College - Department of Plant Agriculture","doi:10.5683/SP3/BT4SKC"
"101","dataset",174621,NA,"SP2/VUCX7T","https://doi.org/10.5683/SP2/VUCX7T","doi","10.5683","Borealis","2021-06-30","s3://10.5683/SP2/VUCX7T","dataset","Agri-environmental Research Data - Ontario Agricultural College - Department of Plant Agriculture - Improving management of cercospora leaf spot in Ontario sugar beets - Efficacy of current fungicides","doi:10.5683/SP2/VUCX7T"
"102","dataset",72099,NA,"SP2/6OJSHE","https://doi.org/10.5683/SP2/6OJSHE","doi","10.5683","Borealis","2018-10-26","s3://10.5683/SP2/6OJSHE","dataset","Agri-environmental Research Data - Ontario Agricultural College - Department of Food, Agricultural and Resource Economics","doi:10.5683/SP2/6OJSHE"
"103","dataset",105338,NA,"SP2/KCXTDL","https://doi.org/10.5683/SP2/KCXTDL","doi","10.5683","Borealis","2020-05-19","s3://10.5683/SP2/KCXTDL","dataset","Agri-environmental Research Data - Ontario Agricultural College - Department of Food, Agricultural and Resource Economics","doi:10.5683/SP2/KCXTDL"
"104","dataset",143563,NA,"SP2/DXNHXU","https://doi.org/10.5683/SP2/DXNHXU","doi","10.5683","Borealis","2022-09-08","s3://10.5683/SP2/DXNHXU","dataset","Agri-environmental Research Data - Ontario Agricultural College - Department of Food, Agricultural and Resource Economics","doi:10.5683/SP2/DXNHXU"
"105","dataset",150150,NA,"SP2/HW6LFD","https://doi.org/10.5683/SP2/HW6LFD","doi","10.5683","Borealis","2021-04-01","s3://10.5683/SP2/HW6LFD","dataset","Agri-environmental Research Data - Ontario Agricultural College - Department of Food, Agricultural and Resource Economics","doi:10.5683/SP2/HW6LFD"
"106","dataset",285553,NA,"SP3/HPNA1U","https://doi.org/10.5683/SP3/HPNA1U","doi","10.5683","Borealis","2022-02-10","s3://10.5683/SP3/HPNA1U","dataset","Agri-environmental Research Data - Ontario Agricultural College - Department of Food, Agricultural and Resource Economics","doi:10.5683/SP3/HPNA1U"
"107","dataset",714162,NA,"SP3/NCEIJ1","https://doi.org/10.5683/SP3/NCEIJ1","doi","10.5683","Borealis","2024-10-22","s3://10.5683/SP3/NCEIJ1","dataset","Agri-environmental Research Data - Ontario Agricultural College - Department of Food, Agricultural and Resource Economics","doi:10.5683/SP3/NCEIJ1"
"108","dataset",194218,NA,"SP2/TTHJVN","https://doi.org/10.5683/SP2/TTHJVN","doi","10.5683","Borealis","2021-07-27","s3://10.5683/SP2/TTHJVN","dataset","Agri-environmental Research Data - Ontario Agricultural College - Department of Food, Agricultural and Resource Economics - Collaborative Relationships Between First Nations and Municipalities in Ontario","doi:10.5683/SP2/TTHJVN"
"109","dataset",313961,NA,"SP3/BE5R96","https://doi.org/10.5683/SP3/BE5R96","doi","10.5683","Borealis","2022-12-07","s3://10.5683/SP3/BE5R96","dataset","Agri-environmental Research Data - Ontario Agricultural College - Department of Food, Agricultural and Resource Economics - Collaborative Relationships Between First Nations and Municipalities in Ontario","doi:10.5683/SP3/BE5R96"
"110","dataset",332060,NA,"SP3/AII7SA","https://doi.org/10.5683/SP3/AII7SA","doi","10.5683","Borealis","2024-03-04","s3://10.5683/SP3/AII7SA","dataset","Agri-environmental Research Data - Ontario Agricultural College - Department of Food, Agricultural and Resource Economics - Collaborative Relationships Between First Nations and Municipalities in Ontario","doi:10.5683/SP3/AII7SA"
"111","dataset",424504,NA,"SP3/VMFJTA","https://doi.org/10.5683/SP3/VMFJTA","doi","10.5683","Borealis","2023-01-05","s3://10.5683/SP3/VMFJTA","dataset","Agri-environmental Research Data - Ontario Agricultural College - Department of Food, Agricultural and Resource Economics - Collaborative Relationships Between First Nations and Municipalities in Ontario","doi:10.5683/SP3/VMFJTA"
"112","dataset",476,NA,"SP3/F5Y4T2","https://doi.org/10.5683/SP3/F5Y4T2","doi","10.5683","Borealis","2012-05-03","s3://10864/GQV2J","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences","doi:10.5683/SP3/F5Y4T2"
"113","dataset",488,NA,"SP3/IIKKOI","https://doi.org/10.5683/SP3/IIKKOI","doi","10.5683","Borealis","2013-05-09","s3://10864/WNOQV","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences","doi:10.5683/SP3/IIKKOI"
"114","dataset",490,NA,"SP3/8GIUP9","https://doi.org/10.5683/SP3/8GIUP9","doi","10.5683","Borealis","2015-08-31","s3://10864/NHXOM","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences","doi:10.5683/SP3/8GIUP9"
"115","dataset",491,NA,"SP3/VCM0WX","https://doi.org/10.5683/SP3/VCM0WX","doi","10.5683","Borealis","2013-03-18","s3://10864/10167","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences","doi:10.5683/SP3/VCM0WX"
"116","dataset",492,NA,"SP3/ZUMYIQ","https://doi.org/10.5683/SP3/ZUMYIQ","doi","10.5683","Borealis","2014-11-03","s3://10864/10806","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences","doi:10.5683/SP3/ZUMYIQ"
"117","dataset",499,NA,"SP3/TE2WUD","https://doi.org/10.5683/SP3/TE2WUD","doi","10.5683","Borealis","2015-06-23","s3://10864/10946","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences","doi:10.5683/SP3/TE2WUD"
"118","dataset",502,NA,"SP3/XUQZDF","https://doi.org/10.5683/SP3/XUQZDF","doi","10.5683","Borealis","2015-01-05","s3://10864/10805","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences","doi:10.5683/SP3/XUQZDF"
"119","dataset",508,NA,"SP3/DV1V5B","https://doi.org/10.5683/SP3/DV1V5B","doi","10.5683","Borealis","2016-06-02","s3://10864/TZBTY","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences","doi:10.5683/SP3/DV1V5B"
"120","dataset",511,NA,"SP3/X1UE5Y","https://doi.org/10.5683/SP3/X1UE5Y","doi","10.5683","Borealis","2016-10-04","s3://10864/CW2U8","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences","doi:10.5683/SP3/X1UE5Y"
"121","dataset",59227,NA,"SP/73AJUT","https://doi.org/10.5683/SP/73AJUT","doi","10.5683","Borealis","2017-08-25","s3://10.5683/SP/73AJUT","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences","doi:10.5683/SP/73AJUT"
"122","dataset",59230,NA,"SP/LNSIR7","https://doi.org/10.5683/SP/LNSIR7","doi","10.5683","Borealis","2017-08-25","s3://10.5683/SP/LNSIR7","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences","doi:10.5683/SP/LNSIR7"
"123","dataset",59231,NA,"SP/U3YGQN","https://doi.org/10.5683/SP/U3YGQN","doi","10.5683","Borealis","2017-08-25","s3://10.5683/SP/U3YGQN","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences","doi:10.5683/SP/U3YGQN"
"124","dataset",122801,NA,"SP2/LAGRYJ","https://doi.org/10.5683/SP2/LAGRYJ","doi","10.5683","Borealis","2020-11-20","s3://10.5683/SP2/LAGRYJ","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences","doi:10.5683/SP2/LAGRYJ"
"125","dataset",192889,NA,"SP2/HMV5RF","https://doi.org/10.5683/SP2/HMV5RF","doi","10.5683","Borealis","2022-06-10","s3://10.5683/SP2/HMV5RF","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences","doi:10.5683/SP2/HMV5RF"
"126","dataset",199822,NA,"SP3/YZEVKI","https://doi.org/10.5683/SP3/YZEVKI","doi","10.5683","Borealis","2021-09-17","s3://10.5683/SP3/YZEVKI","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences","doi:10.5683/SP3/YZEVKI"
"127","dataset",276468,NA,"SP3/RDQWIK","https://doi.org/10.5683/SP3/RDQWIK","doi","10.5683","Borealis","2022-01-11","s3://10.5683/SP3/RDQWIK","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences","doi:10.5683/SP3/RDQWIK"
"128","dataset",281349,NA,"SP3/JPNP8X","https://doi.org/10.5683/SP3/JPNP8X","doi","10.5683","Borealis","2022-01-25","s3://10.5683/SP3/JPNP8X","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences","doi:10.5683/SP3/JPNP8X"
"129","dataset",383000,NA,"SP3/MHTUPM","https://doi.org/10.5683/SP3/MHTUPM","doi","10.5683","Borealis","2022-09-01","s3://10.5683/SP3/MHTUPM","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences","doi:10.5683/SP3/MHTUPM"
"130","dataset",394866,NA,"SP3/8D3WRZ","https://doi.org/10.5683/SP3/8D3WRZ","doi","10.5683","Borealis","2022-12-02","s3://10.5683/SP3/8D3WRZ","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences","doi:10.5683/SP3/8D3WRZ"
"131","dataset",426812,NA,"SP3/Q2PVNX","https://doi.org/10.5683/SP3/Q2PVNX","doi","10.5683","Borealis","2023-01-11","s3://10.5683/SP3/Q2PVNX","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences","doi:10.5683/SP3/Q2PVNX"
"132","dataset",435772,NA,"SP3/ITRL0V","https://doi.org/10.5683/SP3/ITRL0V","doi","10.5683","Borealis","2023-02-02","s3://10.5683/SP3/ITRL0V","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences","doi:10.5683/SP3/ITRL0V"
"133","dataset",436974,NA,"SP3/PUFII5","https://doi.org/10.5683/SP3/PUFII5","doi","10.5683","Borealis","2023-04-06","s3://10.5683/SP3/PUFII5","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences","doi:10.5683/SP3/PUFII5"
"134","dataset",441957,NA,"SP3/HTEONY","https://doi.org/10.5683/SP3/HTEONY","doi","10.5683","Borealis","2023-11-16","s3://10.5683/SP3/HTEONY","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences","doi:10.5683/SP3/HTEONY"
"135","dataset",455831,NA,"SP3/HB2JWU","https://doi.org/10.5683/SP3/HB2JWU","doi","10.5683","Borealis","2023-06-02","s3://10.5683/SP3/HB2JWU","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences","doi:10.5683/SP3/HB2JWU"
"136","dataset",462684,NA,"SP3/IRHXNF","https://doi.org/10.5683/SP3/IRHXNF","doi","10.5683","Borealis","2023-04-13","s3://10.5683/SP3/IRHXNF","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences","doi:10.5683/SP3/IRHXNF"
"137","dataset",465223,NA,"SP3/QIPXD0","https://doi.org/10.5683/SP3/QIPXD0","doi","10.5683","Borealis","2023-04-19","s3://10.5683/SP3/QIPXD0","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences","doi:10.5683/SP3/QIPXD0"
"138","dataset",487449,NA,"SP3/NGPJGT","https://doi.org/10.5683/SP3/NGPJGT","doi","10.5683","Borealis","2023-06-13","s3://10.5683/SP3/NGPJGT","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences","doi:10.5683/SP3/NGPJGT"
"139","dataset",632176,NA,"SP3/UMFF2N","https://doi.org/10.5683/SP3/UMFF2N","doi","10.5683","Borealis","2023-08-09","s3://10.5683/SP3/UMFF2N","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences","doi:10.5683/SP3/UMFF2N"
"140","dataset",659302,NA,"SP3/CXLAPJ","https://doi.org/10.5683/SP3/CXLAPJ","doi","10.5683","Borealis","2023-11-27","s3://10.5683/SP3/CXLAPJ","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences","doi:10.5683/SP3/CXLAPJ"
"141","dataset",659311,NA,"SP3/PH1NPS","https://doi.org/10.5683/SP3/PH1NPS","doi","10.5683","Borealis","2023-10-25","s3://10.5683/SP3/PH1NPS","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences","doi:10.5683/SP3/PH1NPS"
"142","dataset",659319,NA,"SP3/ER7Z54","https://doi.org/10.5683/SP3/ER7Z54","doi","10.5683","Borealis","2023-10-25","s3://10.5683/SP3/ER7Z54","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences","doi:10.5683/SP3/ER7Z54"
"143","dataset",659329,NA,"SP3/F8KZJC","https://doi.org/10.5683/SP3/F8KZJC","doi","10.5683","Borealis","2023-10-25","s3://10.5683/SP3/F8KZJC","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences","doi:10.5683/SP3/F8KZJC"
"144","dataset",659333,NA,"SP3/OIRZKM","https://doi.org/10.5683/SP3/OIRZKM","doi","10.5683","Borealis","2023-10-25","s3://10.5683/SP3/OIRZKM","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences","doi:10.5683/SP3/OIRZKM"
"145","dataset",659754,NA,"SP3/CUWHYO","https://doi.org/10.5683/SP3/CUWHYO","doi","10.5683","Borealis","2024-02-21","s3://10.5683/SP3/CUWHYO","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences","doi:10.5683/SP3/CUWHYO"
"146","dataset",661744,NA,"SP3/OTPOLC","https://doi.org/10.5683/SP3/OTPOLC","doi","10.5683","Borealis","2023-10-26","s3://10.5683/SP3/OTPOLC","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences","doi:10.5683/SP3/OTPOLC"
"147","dataset",667177,NA,"SP3/3TRFVJ","https://doi.org/10.5683/SP3/3TRFVJ","doi","10.5683","Borealis","2023-11-20","s3://10.5683/SP3/3TRFVJ","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences","doi:10.5683/SP3/3TRFVJ"
"148","dataset",667180,NA,"SP3/XY5WI5","https://doi.org/10.5683/SP3/XY5WI5","doi","10.5683","Borealis","2023-11-20","s3://10.5683/SP3/XY5WI5","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences","doi:10.5683/SP3/XY5WI5"
"149","dataset",707341,NA,"SP3/DRU5LT","https://doi.org/10.5683/SP3/DRU5LT","doi","10.5683","Borealis","2024-02-06","s3://10.5683/SP3/DRU5LT","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences","doi:10.5683/SP3/DRU5LT"
"150","dataset",714100,NA,"SP3/YWI2LT","https://doi.org/10.5683/SP3/YWI2LT","doi","10.5683","Borealis","2024-02-26","s3://10.5683/SP3/YWI2LT","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences","doi:10.5683/SP3/YWI2LT"
"151","dataset",716472,NA,"SP3/Z8BT2X","https://doi.org/10.5683/SP3/Z8BT2X","doi","10.5683","Borealis","2024-03-27","s3://10.5683/SP3/Z8BT2X","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences","doi:10.5683/SP3/Z8BT2X"
"152","dataset",719248,NA,"SP3/RKKHNA","https://doi.org/10.5683/SP3/RKKHNA","doi","10.5683","Borealis","2024-04-10","s3://10.5683/SP3/RKKHNA","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences","doi:10.5683/SP3/RKKHNA"
"153","dataset",751297,NA,"SP3/YY1GCU","https://doi.org/10.5683/SP3/YY1GCU","doi","10.5683","Borealis","2024-06-20","s3://10.5683/SP3/YY1GCU","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences","doi:10.5683/SP3/YY1GCU"
"154","dataset",856205,NA,"SP3/FG4WC2","https://doi.org/10.5683/SP3/FG4WC2","doi","10.5683","Borealis","2024-12-10","s3://10.5683/SP3/FG4WC2","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences","doi:10.5683/SP3/FG4WC2"
"155","dataset",857276,NA,"SP3/FCIVUR","https://doi.org/10.5683/SP3/FCIVUR","doi","10.5683","Borealis","2025-03-05","s3://10.5683/SP3/FCIVUR","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences","doi:10.5683/SP3/FCIVUR"
"156","dataset",469,NA,"SP3/WT3SCS","https://doi.org/10.5683/SP3/WT3SCS","doi","10.5683","Borealis","2013-01-10","s3://10864/9KJ1L","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences - Ontario Crops Research Centre - Elora - Meteorological Records","doi:10.5683/SP3/WT3SCS"
"157","dataset",478,NA,"SP3/I7MPXZ","https://doi.org/10.5683/SP3/I7MPXZ","doi","10.5683","Borealis","2012-09-26","s3://10864/LFZJX","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences - Ontario Crops Research Centre - Elora - Meteorological Records","doi:10.5683/SP3/I7MPXZ"
"158","dataset",479,NA,"SP3/R08QTZ","https://doi.org/10.5683/SP3/R08QTZ","doi","10.5683","Borealis","2015-07-29","s3://10864/C0646","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences - Ontario Crops Research Centre - Elora - Meteorological Records","doi:10.5683/SP3/R08QTZ"
"159","dataset",480,NA,"SP3/CVHDSO","https://doi.org/10.5683/SP3/CVHDSO","doi","10.5683","Borealis","2012-10-15","s3://10864/RSVM4","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences - Ontario Crops Research Centre - Elora - Meteorological Records","doi:10.5683/SP3/CVHDSO"
"160","dataset",481,NA,"SP3/JGLOFV","https://doi.org/10.5683/SP3/JGLOFV","doi","10.5683","Borealis","2012-10-10","s3://10864/ERTHV","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences - Ontario Crops Research Centre - Elora - Meteorological Records","doi:10.5683/SP3/JGLOFV"
"161","dataset",483,NA,"SP3/CJVYNI","https://doi.org/10.5683/SP3/CJVYNI","doi","10.5683","Borealis","2014-02-12","s3://10864/WDHIU","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences - Ontario Crops Research Centre - Elora - Meteorological Records","doi:10.5683/SP3/CJVYNI"
"162","dataset",493,NA,"SP3/GTQRRN","https://doi.org/10.5683/SP3/GTQRRN","doi","10.5683","Borealis","2012-09-25","s3://10864/QKP9R","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences - Ontario Crops Research Centre - Elora - Meteorological Records","doi:10.5683/SP3/GTQRRN"
"163","dataset",497,NA,"SP3/KNYHSQ","https://doi.org/10.5683/SP3/KNYHSQ","doi","10.5683","Borealis","2016-07-07","s3://10864/W4XVC","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences - Ontario Crops Research Centre - Elora - Meteorological Records","doi:10.5683/SP3/KNYHSQ"
"164","dataset",498,NA,"SP3/JCCBT2","https://doi.org/10.5683/SP3/JCCBT2","doi","10.5683","Borealis","2015-07-29","s3://10864/KK9UX","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences - Ontario Crops Research Centre - Elora - Meteorological Records","doi:10.5683/SP3/JCCBT2"
"165","dataset",47173,NA,"SP/KYKL9M","https://doi.org/10.5683/SP/KYKL9M","doi","10.5683","Borealis","2017-02-10","s3://10.5683/SP/KYKL9M","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences - Ontario Crops Research Centre - Elora - Meteorological Records","doi:10.5683/SP/KYKL9M"
"166","dataset",63004,NA,"SP/RQRDSH","https://doi.org/10.5683/SP/RQRDSH","doi","10.5683","Borealis","2018-03-16","s3://10.5683/SP/RQRDSH","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences - Ontario Crops Research Centre - Elora - Meteorological Records","doi:10.5683/SP/RQRDSH"
"167","dataset",73806,NA,"SP2/TI4HEY","https://doi.org/10.5683/SP2/TI4HEY","doi","10.5683","Borealis","2021-06-11","s3://10.5683/SP2/TI4HEY","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences - Ontario Crops Research Centre - Elora - Meteorological Records","doi:10.5683/SP2/TI4HEY"
"168","dataset",144333,NA,"SP2/LC4KPZ","https://doi.org/10.5683/SP2/LC4KPZ","doi","10.5683","Borealis","2021-06-11","s3://10.5683/SP2/LC4KPZ","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences - Ontario Crops Research Centre - Elora - Meteorological Records","doi:10.5683/SP2/LC4KPZ"
"169","dataset",441884,NA,"SP3/XETYXY","https://doi.org/10.5683/SP3/XETYXY","doi","10.5683","Borealis","2023-02-23","s3://10.5683/SP3/XETYXY","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences - Ontario Crops Research Centre - Elora - Meteorological Records","doi:10.5683/SP3/XETYXY"
"170","dataset",441886,NA,"SP3/1KFSR9","https://doi.org/10.5683/SP3/1KFSR9","doi","10.5683","Borealis","2023-02-23","s3://10.5683/SP3/1KFSR9","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences - Ontario Crops Research Centre - Elora - Meteorological Records","doi:10.5683/SP3/1KFSR9"
"171","dataset",504,NA,"SP3/4FBQ5W","https://doi.org/10.5683/SP3/4FBQ5W","doi","10.5683","Borealis","2015-10-30","s3://10864/10957","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences - Guelph Turfgrass Institute Meteorological Records","doi:10.5683/SP3/4FBQ5W"
"172","dataset",505,NA,"SP3/SEU8IR","https://doi.org/10.5683/SP3/SEU8IR","doi","10.5683","Borealis","2015-10-29","s3://10864/10900","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences - Guelph Turfgrass Institute Meteorological Records","doi:10.5683/SP3/SEU8IR"
"173","dataset",506,NA,"SP3/TW9ZN1","https://doi.org/10.5683/SP3/TW9ZN1","doi","10.5683","Borealis","2015-10-29","s3://10864/10924","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences - Guelph Turfgrass Institute Meteorological Records","doi:10.5683/SP3/TW9ZN1"
"174","dataset",507,NA,"SP3/O8ZEAC","https://doi.org/10.5683/SP3/O8ZEAC","doi","10.5683","Borealis","2015-10-29","s3://10864/AHFLI","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences - Guelph Turfgrass Institute Meteorological Records","doi:10.5683/SP3/O8ZEAC"
"175","dataset",510,NA,"SP3/KARWTX","https://doi.org/10.5683/SP3/KARWTX","doi","10.5683","Borealis","2015-10-29","s3://10864/10923","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences - Guelph Turfgrass Institute Meteorological Records","doi:10.5683/SP3/KARWTX"
"176","dataset",69734,NA,"SP/CAPGVK","https://doi.org/10.5683/SP/CAPGVK","doi","10.5683","Borealis","2018-06-20","s3://10.5683/SP/CAPGVK","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences - Lysimeter Project (SHIC)","doi:10.5683/SP/CAPGVK"
"177","dataset",69809,NA,"SP/XYYR3Y","https://doi.org/10.5683/SP/XYYR3Y","doi","10.5683","Borealis","2018-06-21","s3://10.5683/SP/XYYR3Y","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences - Lysimeter Project (SHIC)","doi:10.5683/SP/XYYR3Y"
"178","dataset",69810,NA,"SP/XUK5UJ","https://doi.org/10.5683/SP/XUK5UJ","doi","10.5683","Borealis","2018-06-21","s3://10.5683/SP/XUK5UJ","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences - Lysimeter Project (SHIC)","doi:10.5683/SP/XUK5UJ"
"179","dataset",80740,NA,"SP2/WX7HDM","https://doi.org/10.5683/SP2/WX7HDM","doi","10.5683","Borealis","2019-09-16","s3://10.5683/SP2/WX7HDM","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences - Lysimeter Project (SHIC)","doi:10.5683/SP2/WX7HDM"
"180","dataset",468,NA,"SP3/IMVGW1","https://doi.org/10.5683/SP3/IMVGW1","doi","10.5683","Borealis","2012-08-02","s3://10864/10130","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences - Studying the interaction of crop management practices and weather and the subsequent effect on nitrous oxide emissions - Project 1","doi:10.5683/SP3/IMVGW1"
"181","dataset",470,NA,"SP3/Z2IUGP","https://doi.org/10.5683/SP3/Z2IUGP","doi","10.5683","Borealis","2012-08-02","s3://10864/IZ0YX","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences - Studying the interaction of crop management practices and weather and the subsequent effect on nitrous oxide emissions - Project 1","doi:10.5683/SP3/Z2IUGP"
"182","dataset",473,NA,"SP3/VW5H7B","https://doi.org/10.5683/SP3/VW5H7B","doi","10.5683","Borealis","2012-08-02","s3://10864/10132","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences - Studying the interaction of crop management practices and weather and the subsequent effect on nitrous oxide emissions - Project 1","doi:10.5683/SP3/VW5H7B"
"183","dataset",475,NA,"SP3/8DCLOK","https://doi.org/10.5683/SP3/8DCLOK","doi","10.5683","Borealis","2012-08-02","s3://10864/10133","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences - Studying the interaction of crop management practices and weather and the subsequent effect on nitrous oxide emissions - Project 1","doi:10.5683/SP3/8DCLOK"
"184","dataset",486,NA,"SP3/UPQMTW","https://doi.org/10.5683/SP3/UPQMTW","doi","10.5683","Borealis","2012-08-02","s3://10864/10131","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences - Studying the interaction of crop management practices and weather and the subsequent effect on nitrous oxide emissions - Project 1","doi:10.5683/SP3/UPQMTW"
"185","dataset",495,NA,"SP3/OTHKIL","https://doi.org/10.5683/SP3/OTHKIL","doi","10.5683","Borealis","2012-08-03","s3://10864/10137","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences - Studying the interaction of crop management practices and weather and the subsequent effect on nitrous oxide emissions - Project 1","doi:10.5683/SP3/OTHKIL"
"186","dataset",126313,NA,"SP2/WYPLA9","https://doi.org/10.5683/SP2/WYPLA9","doi","10.5683","Borealis","2020-09-16","s3://10.5683/SP2/WYPLA9","dataset","Agri-environmental Research Data - Ontario Agricultural College - School of Environmental Sciences - Studying the interaction of crop management practices and weather and the subsequent effect on nitrous oxide emissions - Project 2","doi:10.5683/SP2/WYPLA9"
